2.610322	-2.476545	0.376751
1.028533	-1.553688	1.757471
0.323051	-0.837183	4.02989
-0.377191	-0.137775	6.298732
-1.089725	0.549172	8.571489
-0.662516	0.691962	10.811144
1.376061	-0.1266	11.704413
2.95785	-1.049457	10.323693
3.663331	-1.765962	8.051274
4.363573	-2.465369	5.782432
5.076108	-3.152317	3.509675
4.648898	-3.295107	1.27002
2.02873	5.309263	0.376751
0.446941	6.23212	1.757471
-0.258541	6.948625	4.02989
-0.958782	7.648033	6.298732
-1.671317	8.33498	8.571489
-1.244107	8.47777	10.811144
0.794469	7.659208	11.704413
2.376258	6.736351	10.323693
3.08174	6.019846	8.051274
3.781981	5.320439	5.782432
4.494516	4.633491	3.509675
4.067307	4.490701	1.27002
1.082284	1.641189	0.835147
1.645351	2.691813	2.791945
1.052714	3.349338	5.111166
0.437979	4.044327	7.401453
-0.160528	4.717133	9.709704
-1.649519	4.672982	11.450878
-3.716893	3.541474	11.246017
-4.27996	2.490851	9.289219
-3.687323	1.833325	6.969998
-3.072588	1.138336	4.679711
-2.474081	0.46553	2.37146
-0.985091	0.509682	0.630286
7.121684	1.641189	0.835147
7.684751	2.691813	2.791945
7.092114	3.349338	5.111166
6.477379	4.044327	7.401453
5.878872	4.717133	9.709704
4.389881	4.672982	11.450878
2.322507	3.541474	11.246017
1.75944	2.490851	9.289219
2.352077	1.833325	6.969998
2.966812	1.138336	4.679711
3.565319	0.46553	2.37146
5.054309	0.509682	0.630286
